Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1770901321,10,,Aggregated,1.000000,0.300000,2100,2200,2400,2400,2400,2400,2500,2500,2500,2500,2500,26,13,2100.0,2162.7175500017565,2029.9804999958724,2545.5595000094036,346.84615384615387
1770901322,10,,Aggregated,1.000000,0.300000,2100,2200,2400,2400,2400,2400,2500,2500,2500,2500,2500,26,13,2100.0,2162.7175500017565,2029.9804999958724,2545.5595000094036,346.84615384615387
1770901323,10,,Aggregated,0.600000,0.000000,2100,2100,2400,2400,2400,2400,2500,2500,2500,2500,2500,27,14,2100.0,2158.331503705725,2029.9804999958724,2545.5595000094036,344.44444444444446
1770901324,10,,Aggregated,0.600000,0.000000,2100,2100,2400,2400,2400,2400,2500,2500,2500,2500,2500,27,14,2100.0,2158.331503705725,2029.9804999958724,2545.5595000094036,344.44444444444446
1770901325,10,,Aggregated,0.700000,0.000000,2100,2100,2400,2400,2400,2400,2500,2500,2500,2500,2500,28,15,2100.0,2153.76813214451,2029.9804999958724,2545.5595000094036,342.2142857142857
1770901326,10,,Aggregated,0.800000,0.100000,2100,2100,2300,2400,2400,2400,2500,2500,2500,2500,2500,30,15,2100.0,2145.811320001667,2029.9804999958724,2545.5595000094036,334.73333333333335
1770901327,10,,Aggregated,0.800000,0.100000,2100,2100,2300,2400,2400,2400,2500,2500,2500,2500,2500,30,15,2100.0,2145.811320001667,2029.9804999958724,2545.5595000094036,334.73333333333335
1770901328,10,,Aggregated,0.800000,0.100000,2100,2100,2300,2400,2400,2400,2500,2500,2500,2500,2500,30,15,2100.0,2145.811320001667,2029.9804999958724,2545.5595000094036,334.73333333333335
1770901329,10,,Aggregated,0.700000,0.200000,2100,2100,2300,2400,2400,2400,2500,2500,2500,2500,2500,32,15,2100.0,2141.248112502126,2029.9804999958724,2545.5595000094036,339.5
1770901330,10,,Aggregated,0.700000,0.200000,2100,2100,2200,2400,2400,2400,2500,2500,2500,2500,2500,33,16,2100.0,2138.5511969715344,2029.9804999958724,2545.5595000094036,337.75757575757575
1770901331,10,,Aggregated,0.700000,0.200000,2100,2100,2200,2400,2400,2400,2500,2500,2500,2500,2500,33,16,2100.0,2138.5511969715344,2029.9804999958724,2545.5595000094036,337.75757575757575
1770901332,10,,Aggregated,0.700000,0.200000,2100,2100,2200,2400,2400,2400,2500,2500,2500,2500,2500,33,16,2100.0,2138.5511969715344,2029.9804999958724,2545.5595000094036,337.75757575757575
1770901333,10,,Aggregated,0.700000,0.300000,2100,2100,2200,2400,2400,2400,2500,2500,2500,2500,2500,35,17,2100.0,2132.8940857160237,2029.9804999958724,2545.5595000094036,333.0857142857143
1770901334,10,,Aggregated,0.700000,0.300000,2100,2100,2200,2300,2400,2400,2500,2500,2500,2500,2500,36,17,2100.0,2130.632077779511,2029.9804999958724,2545.5595000094036,333.75
1770901335,10,,Aggregated,0.700000,0.300000,2100,2100,2200,2300,2400,2400,2500,2500,2500,2500,2500,36,17,2100.0,2130.632077779511,2029.9804999958724,2545.5595000094036,333.75
1770901336,10,,Aggregated,0.700000,0.300000,2100,2100,2200,2300,2400,2400,2500,2500,2500,2500,2500,36,17,2100.0,2130.632077779511,2029.9804999958724,2545.5595000094036,333.75
1770901337,10,,Aggregated,0.900000,0.300000,2100,2100,2100,2300,2400,2400,2500,2500,2500,2500,2500,39,17,2100.0,2126.9100948736127,2029.9804999958724,2545.5595000094036,352.7435897435897
1770901338,10,,Aggregated,0.900000,0.300000,2100,2100,2100,2300,2400,2400,2500,2500,2500,2500,2500,39,17,2100.0,2126.9100948736127,2029.9804999958724,2545.5595000094036,352.7435897435897
1770901339,10,,Aggregated,0.900000,0.300000,2100,2100,2100,2300,2400,2400,2500,2500,2500,2500,2500,39,17,2100.0,2126.9100948736127,2029.9804999958724,2545.5595000094036,352.7435897435897
1770901340,10,,Aggregated,0.900000,0.200000,2100,2100,2100,2200,2400,2400,2500,2500,2500,2500,2500,41,17,2100.0,2122.559507318528,2028.2489999954123,2545.5595000094036,346.7073170731707
1770901341,10,,Aggregated,0.900000,0.200000,2100,2100,2100,2200,2400,2400,2500,2500,2500,2500,2500,42,17,2100.0,2120.461659525366,2028.2489999954123,2545.5595000094036,343.92857142857144
1770901342,10,,Aggregated,0.900000,0.200000,2100,2100,2100,2200,2400,2400,2500,2500,2500,2500,2500,42,17,2100.0,2120.461659525366,2028.2489999954123,2545.5595000094036,343.92857142857144
1770901343,10,,Aggregated,0.900000,0.100000,2100,2100,2100,2200,2400,2400,2500,2500,2500,2500,2500,43,18,2100.0,2118.515469769062,2028.2489999954123,2545.5595000094036,342.4651162790698
1770901344,10,,Aggregated,0.900000,0.100000,2100,2100,2100,2200,2400,2400,2500,2500,2500,2500,2500,44,18,2100.0,2116.591577274283,2028.2489999954123,2545.5595000094036,339.90909090909093
1770901345,10,,Aggregated,0.900000,0.100000,2100,2100,2100,2200,2400,2400,2500,2500,2500,2500,2500,45,19,2100.0,2114.6738222237523,2028.2489999954123,2545.5595000094036,338.6222222222222
1770901346,10,,Aggregated,0.900000,0.100000,2100,2100,2100,2200,2400,2400,2500,2500,2500,2500,2500,45,19,2100.0,2114.6738222237523,2028.2489999954123,2545.5595000094036,338.6222222222222
1770901347,10,,Aggregated,0.800000,0.100000,2100,2100,2100,2100,2400,2400,2500,2500,2500,2500,2500,46,19,2100.0,2113.4256217407274,2028.2489999954123,2545.5595000094036,336.19565217391306
1770901348,10,,Aggregated,0.900000,0.200000,2100,2100,2100,2100,2400,2400,2500,2500,2500,2500,2500,47,19,2100.0,2111.9403212781417,2028.2489999954123,2545.5595000094036,333.9574468085106
1770901349,10,,Aggregated,0.900000,0.200000,2100,2100,2100,2100,2400,2400,2500,2500,2500,2500,2500,48,19,2100.0,2110.8955458348646,2028.2489999954123,2545.5595000094036,334.4375
1770901350,10,,Aggregated,0.700000,0.200000,2100,2100,2100,2100,2400,2400,2500,2500,2500,2500,2500,49,19,2100.0,2111.261908164811,2028.2489999954123,2545.5595000094036,339.61224489795916
1770901351,10,,Aggregated,0.700000,0.200000,2100,2100,2100,2100,2400,2400,2500,2500,2500,2500,2500,49,19,2100.0,2111.261908164811,2028.2489999954123,2545.5595000094036,339.61224489795916
1770901352,10,,Aggregated,0.900000,0.200000,2100,2100,2100,2100,2400,2400,2500,2500,2500,2500,2500,50,19,2100.0,2109.859910001396,2028.2489999954123,2545.5595000094036,337.42
1770901353,10,,Aggregated,0.700000,0.200000,2100,2100,2100,2100,2400,2400,2400,2500,2500,2500,2500,51,19,2100.0,2109.7777725506103,2028.2489999954123,2545.5595000094036,342.5686274509804
1770901354,10,,Aggregated,0.700000,0.200000,2100,2100,2100,2100,2400,2400,2400,2500,2500,2500,2500,52,19,2100.0,2108.53046730923,2028.2489999954123,2545.5595000094036,340.40384615384613
1770901355,10,,Aggregated,0.700000,0.200000,2100,2100,2100,2100,2400,2400,2400,2500,2500,2500,2500,52,19,2100.0,2108.53046730923,2028.2489999954123,2545.5595000094036,340.40384615384613
1770901356,10,,Aggregated,0.800000,0.200000,2100,2100,2100,2100,2400,2400,2400,2500,2500,2500,2500,53,19,2100.0,2107.409818869475,2028.2489999954123,2545.5595000094036,338.33962264150944
