Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1770901733,10,,Aggregated,1.900000,1.100000,2000,2100,2100,2100,2500,10000,13000,14000,14000,14000,14000,88,52,2022.607799997786,2660.977627273083,2022.607799997786,14007.8799000039,348.15909090909093
1770901734,10,,Aggregated,1.900000,1.100000,2000,2100,2100,2100,2500,10000,13000,14000,14000,14000,14000,88,52,2022.607799997786,2660.977627273083,2022.607799997786,14007.8799000039,348.15909090909093
1770901735,10,,Aggregated,2.100000,1.200000,2000,2100,2100,2100,2500,10000,13000,14000,14000,14000,14000,90,52,2022.607799997786,2648.1954944447757,2022.607799997786,14007.8799000039,349.52222222222224
1770901736,10,,Aggregated,2.000000,1.300000,2000,2100,2100,2100,2500,10000,13000,14000,14000,14000,14000,95,55,2022.607799997786,2616.323166316234,2022.607799997786,14007.8799000039,348.86315789473684
1770901737,10,,Aggregated,2.000000,1.300000,2000,2100,2100,2100,2500,10000,13000,14000,14000,14000,14000,97,57,2022.607799997786,2604.3800360828604,2022.607799997786,14007.8799000039,347.4845360824742
1770901738,10,,Aggregated,1.900000,1.000000,2000,2100,2100,2100,2500,10000,13000,14000,14000,14000,14000,98,57,2022.607799997786,2598.8394928575203,2022.607799997786,14007.8799000039,353.0612244897959
1770901739,10,,Aggregated,1.900000,1.000000,2000,2100,2100,2100,2500,10000,13000,14000,14000,14000,14000,99,58,2022.607799997786,2593.341925252885,2022.607799997786,14007.8799000039,352.34343434343435
1770901740,10,,Aggregated,2.200000,1.200000,2000,2100,2100,2100,2500,2500,12000,13000,14000,14000,14000,101,58,2022.607799997786,2582.220646534876,2022.607799997786,14007.8799000039,349.94059405940595
1770901741,10,,Aggregated,2.100000,1.200000,2000,2100,2100,2100,2500,2500,12000,13000,14000,14000,14000,105,59,2022.607799997786,2561.2123676193214,2022.607799997786,14007.8799000039,347.03809523809525
1770901742,10,,Aggregated,2.100000,1.100000,2000,2100,2100,2100,2500,2500,12000,13000,14000,14000,14000,107,61,2022.607799997786,2551.48113271054,2022.607799997786,14007.8799000039,345.8224299065421
1770901743,10,,Aggregated,2.100000,1.100000,2000,2100,2100,2100,2500,2500,12000,13000,14000,14000,14000,109,62,2022.607799997786,2542.8698926607635,2022.607799997786,14007.8799000039,347.51376146788994
